train_number,train_name,source_station,source_code,destination_station,destination_code,departure_time,arrival_time,distance_km,duration_hours,duration_min,stops,class_type,fare
31927,Sealdah Gede EMU,KOLKATA SEALDAH,SDAH,Gede,GEDE,21.30.00,0.11.00,116,2,120,1,2A,364.5
31929,Sealdah-Gede Local,KOLKATA SEALDAH,SDAH,Gede,GEDE,20.32.00,23.15.00,116,2,120,1,SL,89.6
31929,Sealdah-Gede Local,KOLKATA SEALDAH,SDAH,Gede,GEDE,20.32.00,23.15.00,116,2,120,1,3A,222.7
31929,Sealdah-Gede Local,KOLKATA SEALDAH,SDAH,Gede,GEDE,20.32.00,23.15.00,116,2,120,1,2A,364.5
15657,KOLKATA SEALDAH - GUWAHATI KanchanJungha Exp,KOLKATA SEALDAH,SDAH,GUWAHATI,GHY,6.35.00,4.30.00,975,21,1260,12,SL,605
15657,KOLKATA SEALDAH - GUWAHATI KanchanJungha Exp,KOLKATA SEALDAH,SDAH,GUWAHATI,GHY,6.35.00,4.30.00,975,21,1260,12,3A,1575.62
15657,KOLKATA SEALDAH - GUWAHATI KanchanJungha Exp,KOLKATA SEALDAH,SDAH,GUWAHATI,GHY,6.35.00,4.30.00,975,21,1260,12,2A,2619.38
23010,Doon Express,KOTDWARA,KTW,HOWRAH JN,HWH,22.00.00,6.55.00,1461,32,1920,18,SL,896.6
23010,Doon Express,KOTDWARA,KTW,HOWRAH JN,HWH,22.00.00,6.55.00,1461,32,1920,18,3A,2341.07
23010,Doon Express,KOTDWARA,KTW,HOWRAH JN,HWH,22.00.00,6.55.00,1461,32,1920,18,2A,3895.12
23111,Danapur Express,Giridih,GRD,DANAPUR,DNR,22.50.00,7.15.00,298,8,480,4,SL,198.8
23111,Danapur Express,Giridih,GRD,DANAPUR,DNR,22.50.00,7.15.00,298,8,480,4,3A,509.35
23111,Danapur Express,Giridih,GRD,DANAPUR,DNR,22.50.00,7.15.00,298,8,480,4,2A,842.25
23225,InterCity Link Express,SAHARSA JN,SHC,DANAPUR,DNR,12.50.00,20.40.00,229,7,420,3,SL,157.4
23225,InterCity Link Express,SAHARSA JN,SHC,DANAPUR,DNR,12.50.00,20.40.00,229,7,420,3,3A,400.68
23225,InterCity Link Express,SAHARSA JN,SHC,DANAPUR,DNR,12.50.00,20.40.00,229,7,420,3,2A,661.12
23226,InterCity Link Express,DANAPUR,DNR,SAHARSA JN,SHC,6.45.00,13.45.00,229,7,420,3,SL,157.4
23226,InterCity Link Express,DANAPUR,DNR,SAHARSA JN,SHC,6.45.00,13.45.00,229,7,420,3,3A,400.68
23226,InterCity Link Express,DANAPUR,DNR,SAHARSA JN,SHC,6.45.00,13.45.00,229,7,420,3,2A,661.12
23347,Palamu Express,SINGRAULI,SGRL,PATNA JN,PNBE,16.10.00,4.40.00,481,12,720,6,SL,308.6
23347,Palamu Express,SINGRAULI,SGRL,PATNA JN,PNBE,16.10.00,4.40.00,481,12,720,6,3A,797.58
23347,Palamu Express,SINGRAULI,SGRL,PATNA JN,PNBE,16.10.00,4.40.00,481,12,720,6,2A,1322.62
23348,Palamau Express (Slip),GARWA ROAD,GHD,SINGRAULI,SGRL,5.10.00,10.40.00,201,5,300,3,SL,140.6
23348,Palamau Express (Slip),GARWA ROAD,GHD,SINGRAULI,SGRL,5.10.00,10.40.00,201,5,300,3,3A,356.57
23348,Palamau Express (Slip),GARWA ROAD,GHD,SINGRAULI,SGRL,5.10.00,10.40.00,201,5,300,3,2A,587.62
24227,Varuna Express,VARANASI JN,BSB,KANPUR CENTRAL,CNB,4.55.00,11.35.00,355,6,360,4,SL,233
24227,Varuna Express,VARANASI JN,BSB,KANPUR CENTRAL,CNB,4.55.00,11.35.00,355,6,360,4,3A,599.12
24227,Varuna Express,VARANASI JN,BSB,KANPUR CENTRAL,CNB,4.55.00,11.35.00,355,6,360,4,2A,991.88
24228,Varuna Express,KANPUR CENTRAL,CNB,VARANASI JN,BSB,16.00.00,23.20.00,355,7,420,4,SL,233
24228,Varuna Express,KANPUR CENTRAL,CNB,VARANASI JN,BSB,16.00.00,23.20.00,355,7,420,4,3A,599.12
24228,Varuna Express,KANPUR CENTRAL,CNB,VARANASI JN,BSB,16.00.00,23.20.00,355,7,420,4,2A,991.88
24369,Triveni Express,Shakti Nagar,SKTN,BAREILLY,BE,17.55.00,12.30.00,742,18,1080,9,SL,465.2
24369,Triveni Express,Shakti Nagar,SKTN,BAREILLY,BE,17.55.00,12.30.00,742,18,1080,9,3A,1208.65
24369,Triveni Express,Shakti Nagar,SKTN,BAREILLY,BE,17.55.00,12.30.00,742,18,1080,9,2A,2007.75
24370,Triveni Express,BAREILLY,BE,Shakti Nagar,SKTN,12.00.00,7.50.00,741,19,1140,9,SL,464.6
24370,Triveni Express,BAREILLY,BE,Shakti Nagar,SKTN,12.00.00,7.50.00,741,19,1140,9,3A,1207.08
24370,Triveni Express,BAREILLY,BE,Shakti Nagar,SKTN,12.00.00,7.50.00,741,19,1140,9,2A,2005.12
24370-Slip,Triveni Express Slip,BAREILLY,BE,BARWADIH JN,BRWD,12.00.00,10.45.00,862,22,1320,11,SL,537.2
24370-Slip,Triveni Express Slip,BAREILLY,BE,BARWADIH JN,BRWD,12.00.00,10.45.00,862,22,1320,11,3A,1397.65
24370-Slip,Triveni Express Slip,BAREILLY,BE,BARWADIH JN,BRWD,12.00.00,10.45.00,862,22,1320,11,2A,2322.75
25716,Garib Nawaz Express,KATIHAR JN,KIR,Radhikapur,RDP,1.05.00,3.30.00,92,2,120,1,SL,75.2
25716,Garib Nawaz Express,KATIHAR JN,KIR,Radhikapur,RDP,1.05.00,3.30.00,92,2,120,1,3A,184.9
25716,Garib Nawaz Express,KATIHAR JN,KIR,Radhikapur,RDP,1.05.00,3.30.00,92,2,120,1,2A,301.5
28181,Barauni-Katihar Slip Express,BARAUNI JN,BJU,KATIHAR JN,KIR,9.15.00,14.20.00,180,5,300,2,SL,128
28181,Barauni-Katihar Slip Express,BARAUNI JN,BJU,KATIHAR JN,KIR,9.15.00,14.20.00,180,5,300,2,3A,323.5
28181,Barauni-Katihar Slip Express,BARAUNI JN,BJU,KATIHAR JN,KIR,9.15.00,14.20.00,180,5,300,2,2A,532.5
28182,Katihar-Tatanagar Link Express,KATIHAR JN,KIR,TATANAGAR JN,TATA,15.00.00,6.40.00,600,15,900,8,SL,380
28182,Katihar-Tatanagar Link Express,KATIHAR JN,KIR,TATANAGAR JN,TATA,15.00.00,6.40.00,600,15,900,8,3A,985
28182,Katihar-Tatanagar Link Express,KATIHAR JN,KIR,TATANAGAR JN,TATA,15.00.00,6.40.00,600,15,900,8,2A,1635
29059,Hapa InterCity Express,SURAT,ST,HAPA,HAPA,13.35.00,23.32.00,552,9,540,7,SL,351.2
29059,Hapa InterCity Express,SURAT,ST,HAPA,HAPA,13.35.00,23.32.00,552,9,540,7,3A,909.4
29059,Hapa InterCity Express,SURAT,ST,HAPA,HAPA,13.35.00,23.32.00,552,9,540,7,2A,1509
29060,Surat InterCity Express,HAPA,HAPA,SURAT,ST,4.55.00,14.55.00,552,10,600,7,SL,351.2
29060,Surat InterCity Express,HAPA,HAPA,SURAT,ST,4.55.00,14.55.00,552,10,600,7,3A,909.4
29060,Surat InterCity Express,HAPA,HAPA,SURAT,ST,4.55.00,14.55.00,552,10,600,7,2A,1509
31922,GEDE SDAH LOCAL,Gede,GEDE,KOLKATA SEALDAH,SDAH,15.35.00,18.12.00,116,2,120,1,SL,89.6
31922,GEDE SDAH LOCAL,Gede,GEDE,KOLKATA SEALDAH,SDAH,15.35.00,18.12.00,116,2,120,1,3A,222.7
31922,GEDE SDAH LOCAL,Gede,GEDE,KOLKATA SEALDAH,SDAH,15.35.00,18.12.00,116,2,120,1,2A,364.5
31924,GEDE SDAH LOCAL,Gede,GEDE,KOLKATA SEALDAH,SDAH,19.54.00,22.35.00,116,2,120,1,SL,89.6
31924,GEDE SDAH LOCAL,Gede,GEDE,KOLKATA SEALDAH,SDAH,19.54.00,22.35.00,116,2,120,1,3A,222.7
31924,GEDE SDAH LOCAL,Gede,GEDE,KOLKATA SEALDAH,SDAH,19.54.00,22.35.00,116,2,120,1,2A,364.5
31926,GEDE SDAH LOCAL,Gede,GEDE,KOLKATA SEALDAH,SDAH,21.25.00,0.02.00,116,2,120,1,SL,89.6
31926,GEDE SDAH LOCAL,Gede,GEDE,KOLKATA SEALDAH,SDAH,21.25.00,0.02.00,116,2,120,1,3A,222.7
31926,GEDE SDAH LOCAL,Gede,GEDE,KOLKATA SEALDAH,SDAH,21.25.00,0.02.00,116,2,120,1,2A,364.5
31930,GEDE SDAH LOCAL,Gede,GEDE,KOLKATA SEALDAH,SDAH,5.05.00,7.40.00,116,2,120,1,SL,89.6
31930,GEDE SDAH LOCAL,Gede,GEDE,KOLKATA SEALDAH,SDAH,5.05.00,7.40.00,116,2,120,1,3A,222.7
31930,GEDE SDAH LOCAL,Gede,GEDE,KOLKATA SEALDAH,SDAH,5.05.00,7.40.00,116,2,120,1,2A,364.5
34793,Namkhana Sealdah Local,Namkhana,NMKA,KOLKATA SEALDAH,SDAH,4.10.00,6.58.00,108,2,120,1,SL,84.8
34793,Namkhana Sealdah Local,Namkhana,NMKA,KOLKATA SEALDAH,SDAH,4.10.00,6.58.00,108,2,120,1,3A,210.1
34793,Namkhana Sealdah Local,Namkhana,NMKA,KOLKATA SEALDAH,SDAH,4.10.00,6.58.00,108,2,120,1,2A,343.5
34794,Sealdah-Namkhana Local,KOLKATA SEALDAH,SDAH,Namkhana,NMKA,21.25.00,0.10.00,108,2,120,1,SL,84.8
34794,Sealdah-Namkhana Local,KOLKATA SEALDAH,SDAH,Namkhana,NMKA,21.25.00,0.10.00,108,2,120,1,3A,210.1
34794,Sealdah-Namkhana Local,KOLKATA SEALDAH,SDAH,Namkhana,NMKA,21.25.00,0.10.00,108,2,120,1,2A,343.5
34857,Diamond Harbour Sealdah Local,Diamond Harbour,DH,KOLKATA SEALDAH,SDAH,9.35.00,11.08.00,59,1,60,1,SL,55.4
34857,Diamond Harbour Sealdah Local,Diamond Harbour,DH,KOLKATA SEALDAH,SDAH,9.35.00,11.08.00,59,1,60,1,3A,132.93
34857,Diamond Harbour Sealdah Local,Diamond Harbour,DH,KOLKATA SEALDAH,SDAH,9.35.00,11.08.00,59,1,60,1,2A,214.88
34858,Sealdah-Diamond Harbour Local,KOLKATA SEALDAH,SDAH,Diamond Harbour,DH,7.25.00,9.27.00,59,2,120,1,SL,55.4
34858,Sealdah-Diamond Harbour Local,KOLKATA SEALDAH,SDAH,Diamond Harbour,DH,7.25.00,9.27.00,59,2,120,1,3A,132.93
34858,Sealdah-Diamond Harbour Local,KOLKATA SEALDAH,SDAH,Diamond Harbour,DH,7.25.00,9.27.00,59,2,120,1,2A,214.88
37657,Howrah-Memari Local,HOWRAH JN,HWH,MEMARI,MYM,8.40.00,10.30.00,82,1,60,1,SL,69.2
37657,Howrah-Memari Local,HOWRAH JN,HWH,MEMARI,MYM,8.40.00,10.30.00,82,1,60,1,3A,169.15
37657,Howrah-Memari Local,HOWRAH JN,HWH,MEMARI,MYM,8.40.00,10.30.00,82,1,60,1,2A,275.25
37658,Memari Howrah Local,MEMARI,MYM,HOWRAH JN,HWH,11.10.00,13.15.00,82,2,120,1,SL,69.2
37658,Memari Howrah Local,MEMARI,MYM,HOWRAH JN,HWH,11.10.00,13.15.00,82,2,120,1,3A,169.15
37658,Memari Howrah Local,MEMARI,MYM,HOWRAH JN,HWH,11.10.00,13.15.00,82,2,120,1,2A,275.25
37857,Howrah-Barddhaman Non-Stop Local,HOWRAH JN,HWH,BARDDHAMAN JN,BWN,17.55.00,20.00.00,107,2,120,1,SL,84.2
37857,Howrah-Barddhaman Non-Stop Local,HOWRAH JN,HWH,BARDDHAMAN JN,BWN,17.55.00,20.00.00,107,2,120,1,3A,208.53
37857,Howrah-Barddhaman Non-Stop Local,HOWRAH JN,HWH,BARDDHAMAN JN,BWN,17.55.00,20.00.00,107,2,120,1,2A,340.88
38401,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,5.15.00,7.05.00,71,1,60,1,SL,62.6
38401,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,5.15.00,7.05.00,71,1,60,1,3A,151.82
38401,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,5.15.00,7.05.00,71,1,60,1,2A,246.38
38403,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,5.45.00,7.35.00,71,1,60,1,SL,62.6
38403,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,5.45.00,7.35.00,71,1,60,1,3A,151.82
38403,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,5.45.00,7.35.00,71,1,60,1,2A,246.38
38405,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,6.45.00,8.33.00,71,1,60,1,SL,62.6
38405,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,6.45.00,8.33.00,71,1,60,1,3A,151.82
38405,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,6.45.00,8.33.00,71,1,60,1,2A,246.38
38411,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,7.40.00,9.30.00,71,1,60,1,SL,62.6
38411,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,7.40.00,9.30.00,71,1,60,1,3A,151.82
38411,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,7.40.00,9.30.00,71,1,60,1,2A,246.38
38413,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,8.00.00,9.50.00,71,1,60,1,SL,62.6
38413,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,8.00.00,9.50.00,71,1,60,1,3A,151.82
38413,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,8.00.00,9.50.00,71,1,60,1,2A,246.38
38417,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,9.15.00,11.05.00,71,1,60,1,SL,62.6
38417,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,9.15.00,11.05.00,71,1,60,1,3A,151.82
38417,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,9.15.00,11.05.00,71,1,60,1,2A,246.38
38419,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,9.25.00,11.15.00,71,1,60,1,SL,62.6
38419,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,9.25.00,11.15.00,71,1,60,1,3A,151.82
38419,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,9.25.00,11.15.00,71,1,60,1,2A,246.38
38423,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,10.05.00,11.50.00,71,1,60,1,SL,62.6
38423,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,10.05.00,11.50.00,71,1,60,1,3A,151.82
38423,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,10.05.00,11.50.00,71,1,60,1,2A,246.38
38429,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,11.30.00,13.20.00,71,1,60,1,SL,62.6
38429,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,11.30.00,13.20.00,71,1,60,1,3A,151.82
38429,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,11.30.00,13.20.00,71,1,60,1,2A,246.38
38433,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,13.05.00,14.55.00,71,1,60,1,SL,62.6
38433,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,13.05.00,14.55.00,71,1,60,1,3A,151.82
38433,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,13.05.00,14.55.00,71,1,60,1,2A,246.38
38443,Howrah Panskura EMU,HOWRAH JN,HWH,BHOGPUR,BOP,16.15.00,17.44.00,64,1,60,1,SL,58.4
38443,Howrah Panskura EMU,HOWRAH JN,HWH,BHOGPUR,BOP,16.15.00,17.44.00,64,1,60,1,3A,140.8
38443,Howrah Panskura EMU,HOWRAH JN,HWH,BHOGPUR,BOP,16.15.00,17.44.00,64,1,60,1,2A,228
18304,PURI - SAMBALPUR Intercity Exp,PURI,PURI,SAMBALPUR,SBP,15.45.00,22.15.00,341,6,360,4,SL,224.6
18304,PURI - SAMBALPUR Intercity Exp,PURI,PURI,SAMBALPUR,SBP,15.45.00,22.15.00,341,6,360,4,3A,577.08
18304,PURI - SAMBALPUR Intercity Exp,PURI,PURI,SAMBALPUR,SBP,15.45.00,22.15.00,341,6,360,4,2A,955.12
18312,VARANASI - SAMBALPUR Exp,VARANASI JN,BSB,SAMBALPUR,SBP,14.50.00,11.15.00,896,20,1200,11,SL,557.6
18312,VARANASI - SAMBALPUR Exp,VARANASI JN,BSB,SAMBALPUR,SBP,14.50.00,11.15.00,896,20,1200,11,3A,1451.2
18312,VARANASI - SAMBALPUR Exp,VARANASI JN,BSB,SAMBALPUR,SBP,14.50.00,11.15.00,896,20,1200,11,2A,2412
37356,Tarakeswar Howrah Local,Tarakeswar,TAK,HOWRAH JN,HWH,12.45.00,14.30.00,57,1,60,1,SL,54.2
37356,Tarakeswar Howrah Local,Tarakeswar,TAK,HOWRAH JN,HWH,12.45.00,14.30.00,57,1,60,1,3A,129.78
37356,Tarakeswar Howrah Local,Tarakeswar,TAK,HOWRAH JN,HWH,12.45.00,14.30.00,57,1,60,1,2A,209.62
38416,Panskura Howrah EMU,PANSKURA,PKU,HOWRAH JN,HWH,4.50.00,6.35.00,71,1,60,1,SL,62.6
38416,Panskura Howrah EMU,PANSKURA,PKU,HOWRAH JN,HWH,4.50.00,6.35.00,71,1,60,1,3A,151.82
38416,Panskura Howrah EMU,PANSKURA,PKU,HOWRAH JN,HWH,4.50.00,6.35.00,71,1,60,1,2A,246.38
38418,Panskura Howrah EMU,PANSKURA,PKU,HOWRAH JN,HWH,5.05.00,6.55.00,71,1,60,1,SL,62.6
38418,Panskura Howrah EMU,PANSKURA,PKU,HOWRAH JN,HWH,5.05.00,6.55.00,71,1,60,1,3A,151.82
38418,Panskura Howrah EMU,PANSKURA,PKU,HOWRAH JN,HWH,5.05.00,6.55.00,71,1,60,1,2A,246.38
38420,Panskura Howrah EMU,PANSKURA,PKU,HOWRAH JN,HWH,5.40.00,7.30.00,71,1,60,1,SL,62.6
38420,Panskura Howrah EMU,PANSKURA,PKU,HOWRAH JN,HWH,5.40.00,7.30.00,71,1,60,1,3A,151.82
38420,Panskura Howrah EMU,PANSKURA,PKU,HOWRAH JN,HWH,5.40.00,7.30.00,71,1,60,1,2A,246.38
38424,Panskura Howrah EMU,PANSKURA,PKU,HOWRAH JN,HWH,6.30.00,8.25.00,71,1,60,1,SL,62.6
38424,Panskura Howrah EMU,PANSKURA,PKU,HOWRAH JN,HWH,6.30.00,8.25.00,71,1,60,1,3A,151.82
38424,Panskura Howrah EMU,PANSKURA,PKU,HOWRAH JN,HWH,6.30.00,8.25.00,71,1,60,1,2A,246.38
38428,Panskura Howrah EMU,PANSKURA,PKU,HOWRAH JN,HWH,7.17.00,9.05.00,71,1,60,1,SL,62.6
38428,Panskura Howrah EMU,PANSKURA,PKU,HOWRAH JN,HWH,7.17.00,9.05.00,71,1,60,1,3A,151.82
38428,Panskura Howrah EMU,PANSKURA,PKU,HOWRAH JN,HWH,7.17.00,9.05.00,71,1,60,1,2A,246.38
38434,Panskura Howrah EMU,PANSKURA,PKU,HOWRAH JN,HWH,8.45.00,10.40.00,71,1,60,1,SL,62.6
38434,Panskura Howrah EMU,PANSKURA,PKU,HOWRAH JN,HWH,8.45.00,10.40.00,71,1,60,1,3A,151.82
38434,Panskura Howrah EMU,PANSKURA,PKU,HOWRAH JN,HWH,8.45.00,10.40.00,71,1,60,1,2A,246.38
38435,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,13.55.00,15.45.00,71,1,60,1,SL,62.6
38435,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,13.55.00,15.45.00,71,1,60,1,3A,151.82
38435,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,13.55.00,15.45.00,71,1,60,1,2A,246.38
38439,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,15.10.00,16.55.00,71,1,60,1,SL,62.6
38439,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,15.10.00,16.55.00,71,1,60,1,3A,151.82
38439,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,15.10.00,16.55.00,71,1,60,1,2A,246.38
38441,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,15.35.00,17.27.00,71,1,60,1,SL,62.6
38441,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,15.35.00,17.27.00,71,1,60,1,3A,151.82
38441,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,15.35.00,17.27.00,71,1,60,1,2A,246.38
38444,Panskura Howrah EMU,PANSKURA,PKU,HOWRAH JN,HWH,10.10.00,12.00.00,71,1,60,1,SL,62.6
38444,Panskura Howrah EMU,PANSKURA,PKU,HOWRAH JN,HWH,10.10.00,12.00.00,71,1,60,1,3A,151.82
38444,Panskura Howrah EMU,PANSKURA,PKU,HOWRAH JN,HWH,10.10.00,12.00.00,71,1,60,1,2A,246.38
38445,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,16.30.00,18.20.00,71,1,60,1,SL,62.6
38445,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,16.30.00,18.20.00,71,1,60,1,3A,151.82
38445,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,16.30.00,18.20.00,71,1,60,1,2A,246.38
38448,Panskura Howrah EMU,PANSKURA,PKU,HOWRAH JN,HWH,11.20.00,13.15.00,71,1,60,1,SL,62.6
38448,Panskura Howrah EMU,PANSKURA,PKU,HOWRAH JN,HWH,11.20.00,13.15.00,71,1,60,1,3A,151.82
38448,Panskura Howrah EMU,PANSKURA,PKU,HOWRAH JN,HWH,11.20.00,13.15.00,71,1,60,1,2A,246.38
38449,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,16.55.00,18.50.00,71,1,60,1,SL,62.6
38449,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,16.55.00,18.50.00,71,1,60,1,3A,151.82
38449,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,16.55.00,18.50.00,71,1,60,1,2A,246.38
38450,Panskura Howrah EMU,PANSKURA,PKU,HOWRAH JN,HWH,12.03.00,13.58.00,71,1,60,1,SL,62.6
38450,Panskura Howrah EMU,PANSKURA,PKU,HOWRAH JN,HWH,12.03.00,13.58.00,71,1,60,1,3A,151.82
38450,Panskura Howrah EMU,PANSKURA,PKU,HOWRAH JN,HWH,12.03.00,13.58.00,71,1,60,1,2A,246.38
38453,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,17.50.00,19.40.00,71,1,60,1,SL,62.6
38453,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,17.50.00,19.40.00,71,1,60,1,3A,151.82
38453,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,17.50.00,19.40.00,71,1,60,1,2A,246.38
38455,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,18.35.00,20.20.00,71,1,60,1,SL,62.6
38455,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,18.35.00,20.20.00,71,1,60,1,3A,151.82
38455,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,18.35.00,20.20.00,71,1,60,1,2A,246.38
38457,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,18.45.00,20.35.00,71,1,60,1,SL,62.6
38457,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,18.45.00,20.35.00,71,1,60,1,3A,151.82
38457,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,18.45.00,20.35.00,71,1,60,1,2A,246.38
38463,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,19.10.00,20.55.00,71,1,60,1,SL,62.6
38463,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,19.10.00,20.55.00,71,1,60,1,3A,151.82
38463,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,19.10.00,20.55.00,71,1,60,1,2A,246.38
38464,Panskura Howrah EMU,PANSKURA,PKU,HOWRAH JN,HWH,16.35.00,18.25.00,71,1,60,1,SL,62.6
38464,Panskura Howrah EMU,PANSKURA,PKU,HOWRAH JN,HWH,16.35.00,18.25.00,71,1,60,1,3A,151.82
38464,Panskura Howrah EMU,PANSKURA,PKU,HOWRAH JN,HWH,16.35.00,18.25.00,71,1,60,1,2A,246.38
38467,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,20.10.00,22.03.00,71,1,60,1,SL,62.6
38467,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,20.10.00,22.03.00,71,1,60,1,3A,151.82
38467,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,20.10.00,22.03.00,71,1,60,1,2A,246.38
38469,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,20.25.00,22.20.00,71,1,60,1,SL,62.6
38469,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,20.25.00,22.20.00,71,1,60,1,3A,151.82
38469,Howrah Panskura EMU,HOWRAH JN,HWH,PANSKURA,PKU,20.25.00,22.20.00,71,1,60,1,2A,246.38
38633,Howrah Kharagpur Ladies Special,HOWRAH JN,HWH,KHARAGPUR JN,KGP,18.25.00,21.10.00,115,2,120,1,SL,89
38633,Howrah Kharagpur Ladies Special,HOWRAH JN,HWH,KHARAGPUR JN,KGP,18.25.00,21.10.00,115,2,120,1,3A,221.12
38633,Howrah Kharagpur Ladies Special,HOWRAH JN,HWH,KHARAGPUR JN,KGP,18.25.00,21.10.00,115,2,120,1,2A,361.88
38821,Howrah-Kolaghat EMU,HOWRAH JN,HWH,KOLAGHAT GOODS,KIG,9.30.00,11.00.00,55,1,60,1,SL,53
38821,Howrah-Kolaghat EMU,HOWRAH JN,HWH,KOLAGHAT GOODS,KIG,9.30.00,11.00.00,55,1,60,1,3A,126.62
38821,Howrah-Kolaghat EMU,HOWRAH JN,HWH,KOLAGHAT GOODS,KIG,9.30.00,11.00.00,55,1,60,1,2A,204.38
38846,Kolaghat-Howrah EMU,KOLAGHAT GOODS,KIG,HOWRAH JN,HWH,11.10.00,12.45.00,55,1,60,1,SL,53
38846,Kolaghat-Howrah EMU,KOLAGHAT GOODS,KIG,HOWRAH JN,HWH,11.10.00,12.45.00,55,1,60,1,3A,126.62
38846,Kolaghat-Howrah EMU,KOLAGHAT GOODS,KIG,HOWRAH JN,HWH,11.10.00,12.45.00,55,1,60,1,2A,204.38
40501,Chennai Beach Chengulpet EMU,CHENNAI BEACH,MSB,CHENGALPATTU,CGL,3.55.00,5.40.00,63,1,60,1,SL,57.8
40501,Chennai Beach Chengulpet EMU,CHENNAI BEACH,MSB,CHENGALPATTU,CGL,3.55.00,5.40.00,63,1,60,1,3A,139.22
40501,Chennai Beach Chengulpet EMU,CHENNAI BEACH,MSB,CHENGALPATTU,CGL,3.55.00,5.40.00,63,1,60,1,2A,225.38
40503,Chennai Beach Chengulpet EMU,CHENNAI BEACH,MSB,CHENGALPATTU,CGL,4.40.00,6.25.00,60,1,60,1,SL,56
